,Tweet,score
274,__label__NEGATIVE VirginAmerica moved my seat with no notice Better seat is cabin select not behind the row I selectedthumbsdown DISAPPOINTED,-1
275,__label__NEUTRAL VirginAmerica shares up on Q results  iol httptcoXZqeGnef,0
276,__label__NEUTRAL VirginAmerica fav airline,0
277,__label__POSITIVE VirginAmerica we have a hot female pilot Sweet DCA to SFO ,1
278,__label__POSITIVE thumbsupthumbsupairplaneairplanegrowingheart When are you guys going to start flying to Paris VirginAmerica LizaUtter Youre welcome”,1
279,__label__NEUTRAL VirginAmerica what is your policy on flying after surgery  I am still waiting for answer so I can tell me doctor,0
280,__label__NEUTRAL VirginAmerica already contacted Central Baggage amp sent DM RenttheRunway is charging me for the dress that was in the lost suitcase help,0
281,__label__NEUTRAL VirginAmerica Thank you,0
282,__label__NEGATIVE VirginAmerica Is there anything going on with the website Ive been getting a lot of errors past  minutes,-1
283,__label__NEUTRAL VirginAmerica I think i left something on the plane yesterday who do i callah,0
284,__label__NEUTRAL VirginAmerica I need you to follow back in order to DM,0
285,__label__NEUTRAL VirginAmerica Need to start flying to KCIAirport   smilingfacewithsmilingeyesgrinningfacegrinningfacewithbigeyesgrinningfacewithsmilingeyes,0
286,__label__POSITIVE VirginAmerica they told to check with the airline regulation first so that is why I contacted you,1
287,__label__NEUTRAL VirginAmerica VirginAtlantic I have just checked in flight to SFO from LAX amp been told as Atlantic Flying Club Gold I get no benefits,0
288,__label__POSITIVE VirginAmerica husband and I ordered three drinks via my screen and they never came Awesome,1
289,__label__POSITIVE VirginAmerica soo are you guys going to leave the seatbelt light on all flight You can barely call this turbulence ,1
290,__label__NEUTRAL VirginAmerica what is your policy on flying after surgery,0
291,__label__NEUTRAL VirginAmerica posts second consecutive fullyear net profit  ATWOnline httptcotvBzbzVhg,0
292,__label__NEGATIVE VirginAmerica Funny story your website is broken you have missing javascript and stylesheets on the checkin process I dislike this,-1
293,__label__POSITIVE VirginAmerica would love to do more for virgin just like I do for GoPro,1
294,__label__POSITIVE VirginAmerica Results Handily Exceed Forecasts  NYTimes httptcogonmRwEMI,1
295,__label__NEUTRAL VirginAmerica I applied for a position in flyLAXairport and I was wondering if you guys received my application,0
296,__label__NEUTRAL VirginAmerica achieves a second year of profitability despite revenue pressure   CAPAAviation httptcozSuZTNAIJq,0
297,__label__POSITIVE VirginAmerica gives positive outlook but sees increased competition  Reuters httptcojEuOdeYJ,1
298,__label__NEUTRAL VirginAmerica Im trying to check into my AM CT flight tmm on the desktop website and its not working some sort of caching bug SOS,0
299,__label__NEGATIVE VirginAmerica weather delays gt next few weeks  JFK BOS DCA,-1
300,__label__NEUTRAL VirginAmerica madbee check the website before you go to the airport,0
301,__label__NEGATIVE VirginAmerica Do you guys know your checkin links from emails are broken httptconpXBoBMr,-1
302,__label__NEGATIVE VirginAmerica pilot says we expect a choppy landing in NYC due to some gusty winds wa temperature of about  degrees amp wthe windchill ,-1
303,__label__POSITIVE VirginAmerica loved it Cant wait for Mondays return flight Mostly just to watch the inflight safety video again sorrynotsorry,1
304,__label__NEUTRAL VirginAmerica lost my luggage  days ago on flight VX  from LAX to IAD amp Im calling every day no responsePlease give me back my stuff,0
305,__label__NEGATIVE VirginAmerica The Flight Booking Problems section of your website seems to be broken on Chrome Might wanna look into that,-1
306,__label__POSITIVE VirginAmerica Hi Just wanted to see if you have any new routes planned this year for Newark Love flying you guys and hope to do so more,1
307,__label__NEGATIVE VirginAmerica I mean Probably inappropriate while on board But its on,-1
308,__label__POSITIVE VirginAmerica happy to spend the day together Lets do this,1
309,__label__POSITIVE VirginAmerica is saving my sanity right now httptcoELtBOLjUl,1
310,__label__NEUTRAL VirginAmerica missed my flight How does standby work,0
311,__label__POSITIVE VirginAmerica They were very understanding and helped me out  Thx Comps,1
312,__label__NEUTRAL VirginAmerica brought it all the way across the country today I see httptcoTKaUyGcPmS,0
313,__label__POSITIVE VirginAmerica thank you I absolutely will smilingfacewithsunglasses,1
314,__label__NEGATIVE virginamerica Looks like a broken link for your assets httpstcoOArDjjGrrD,-1
315,__label__POSITIVE VirginAmerica are you ready Lets say it together Noo turbulence today faceblowingakiss,1
316,__label__NEGATIVE virginamerica the manage itinerary section of your website seems to be broken for me httpstcopUJvCElNg,-1
317,__label__NEUTRAL VirginAmerica cant check in your site looks like this every time it loads httptcokAcYAwDbW,0
318,__label__POSITIVE VirginAmerica can u help this princess FreyaBevanFund needs urgent treatment inUnitedStatesy old battling cancer could u help with flights growingheartfreyasfund,1
319,__label__NEUTRAL virginamerica may start service to Hawaii from SanFrancisco this year httptcoyPonYpRZl biztravel,0
320,__label__NEGATIVE virginAmerica Other carriers are less than half price for a round trip fare I am stunned httptcoUKdjjijroW,-1
321,__label__NEGATIVE VirginAmerica WTF is happening in PDX Late Flight March such that one way from SFO is ,-1
322,__label__NEUTRAL VirginAmerica add DTW and Im sold,0
323,__label__POSITIVE VirginAmerica How about some free drinks on the flight back for the free promo,1
324,__label__POSITIVE VirginAmerica SSal thanks,1
325,__label__NEUTRAL VirginAmerica momma I made it beamingfacewithsmilingeyesbeamingfacewithsmilingeyes,0
326,__label__NEUTRAL VirginAmerica please contact me about portfolio left on flight VX  from JFK to SFO tonite seat AM Need it returned Call ,0
327,__label__NEUTRAL VirginAmerica help I was On  Flight   from JKF tonight seat C left portfolio Need it back,0
328,__label__NEUTRAL VirginAmerica shrinerack Seattle bound Wifey got me the duffle for vday Shes a keeper Holla httptcoJlOIbLnair,0
329,__label__NEUTRAL VirginAmerica my luggage is gone Ive filed my paperwork promised a callemail Still no resolution or response from central luggage,0
330,__label__NEUTRAL VirginAmerica Debbie Baldwin gave a rockstar performance of the safety demo this evening on VX LASSFO BestCrew SheRocks,0
331,__label__POSITIVE VirginAmerica Thanks,1
332,__label__POSITIVE VirginAmerica thanks for taking care of SuuperG on her flight rockstars travel,1
333,__label__POSITIVE VirginAmerica Thanks for the lovely soft views travel SAN to SFO httptcoCnctLGef,1
334,__label__NEUTRAL VirginAmerica I requested a mileage challenge for status several weeks ago online but havent heard back How do I get help with this,0
335,__label__NEGATIVE VirginAmerica Just trying to book tickets to NYC and facing super fun broken styling Dont worry Ill keep trying ,-1
336,"__label__POSITIVE VirginAmerica Many Thanks for the Follow
ourprincess freyasfund USA Bandie 
Looking for Any Helpsmilingfacewithhearteyes
growingheartUnitedKingdomgrowingheartUnitedStatesgrowingheart
ribbonglobeshowingAsiaAustraliaribbon httptcoUJfSZikd",1
337,__label__POSITIVE VirginAmerica Nice Lofty View flyLAXairport SilverStatus httptcoFTpdAwbd,1
338,__label__NEGATIVE VirginAmerica Applied for Status Match on Feb  Got confirmation email same day Still no news though You guys have dropped ball Late Flightly sadbutrelievedface,-1
339,__label__POSITIVE VirginAmerica is my new go to airline,1
340,"__label__NEUTRAL VirginAmerica VirginAtlantic GMA AmericanAir 
Can You Help ourprincess in need of some help in USA 
ribbonUnitedKingdomribbonUnitedStatesribbon httptcoAzTDaer",0
341,__label__NEUTRAL VirginAmerica I adore you and am so looking forward to my flight to Austin in two weeks,0
342,__label__POSITIVE VirginAmerica I was so glad it was mentioned I took my first virgin flight a few years back and it was a transformative experience,1
343,__label__NEUTRAL VirginAmerica Flight Booking Problems flight to uphold my status match  Do taxes on ticket count as earned status points  statusmatch virginamerica,0
344,__label__NEGATIVE VirginAmerica trying to checkinbut looks like your site is down,-1
345,__label__NEUTRAL VirginAmerica spending my birthday night with you DALDCA Get me home,0
346,__label__NEUTRAL VirginAmerica Sent a couple messages to the email you provided but to no avail Will try again next year Cheers,0
347,__label__POSITIVE VirginAmerica first time flying Virgin went to SanFrancisco Thanks for the smooth ride Easily my new fav airline,1
348,__label__NEGATIVE VirginAmerica seriously though will there not be direct flights from SFOFLL in may,-1
349,__label__POSITIVE VirginAmerica Its fine Already done with my purchase But you should try it Just go most of the way through then go back ,1
350,__label__NEGATIVE virginamerica not really the experience I was hoping  I ws forced  check in a small carry on w nothing but empty cabin space on board,-1
351,"__label__NEGATIVE VirginAmerica
wjere is our luggage so slow at lax",-1
352,__label__NEUTRAL VirginAmerica to jump into the Dallas Austin market httptcoSzRpioA,0
353,__label__POSITIVE VirginAmerica I spoke with a representative that offered no solution I am a loyal customer who flies on VirginAtlantic as well,1
354,__label__NEGATIVE VirginAmerica I am deeply disappointed that your birthday promo was not applied to a trip I booked mere days before I received the email,-1
355,__label__POSITIVE VirginAmerica what happened to direct flights from SFOFLL Looking in May only see connecting help dontdothistome,1
356,__label__POSITIVE virginamerica Can you help Left my blazer in Kooples jacket bag at rd row second seat from right gate  T lax Flight to sfo,1
357,__label__NEUTRAL VirginAmerica partners with Visa Checkout as mobile payment method to help boost mobile conversion rates etailwest payments visa,0
358,__label__POSITIVE VirginAmerica just promoting the product is all had a problem with southwest and recommend noneother than the best httptcotFaNXBhCf,1
359,__label__POSITIVE VirginAmerica love you guys but pls get some direct routes LAS to AUS,1
360,__label__NEUTRAL VirginAmerica i would like help with some flights please,0
361,__label__NEGATIVE Bruh “VirginAmerica giannilee Turn down for what VXSafetyDance”,-1
362,__label__NEGATIVE VirginAmerica of course I work for VirginAtlantic and Im obsessed with the entire Virgin family,-1
363,__label__POSITIVE VirginAmerica ok first time flying with you tonight ,1
364,__label__NEGATIVE virginamerica Digging the swanky pink mood lighting during the flight from NYC to SFO  Just needs a cabaret singer  Think about it,-1
365,__label__NEUTRAL VirginAmerica Done but I need the receipt ASAP Could you please help ,0
366,"__label__POSITIVE VirginAmerica I have d and d embossed badges and patches superior to the ones you are currently using 
httptcofqXElbOn",1
367,__label__NEGATIVE VirginAmerica on VX from JFK to LA  dirty plane  not up to your standards,-1
368,__label__POSITIVE VirginAmerica on flight VX headed to LA from JFK  dirtiest VA plane I have ever been on Sad for a great airline,1
369,__label__NEUTRAL VirginAmerica got it squared away Someone picked up as soon as I tweeted Should have tweeted sooner winkingface,0
370,__label__NEGATIVE VirginAmerica your Avis rental continue button doesnt work on your website to book car Tried  times on phone  This sucks,-1
371,__label__NEUTRAL VirginAmerica delayed to,0
372,__label__NEUTRAL VirginAmerica currently in minute  of being on hold with cust service Do I need to do anything to add a lap child to my reservation,0
373,"__label__POSITIVE VirginAmerica Adds Pillows Instead of LieFlat Seats in First Class Arms Race 
httptcoSfjDuahxZ by skift",1
